AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,DAYS_BIRTH,DAYS_EMPLOYED,CNT_FAM_MEMBERS,NAME_CONTRACT_TYPE,CODE_GENDER,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,debt_to_income,credit_utilisation,income_per_person,annuity_to_credit,age_years,employment_years,delinquency_flag,doc_submission_score,income_band,tenure_band,TARGET
315000.0,1350000.0,37125.0,1350000.0,-16422,-2953,4.0,Cash loans,F,Working,Higher education,Civil marriage,0.1178567687086707,0.999999259259808,63000.0,0.0274999796296447,44.99178082191781,8.09041095890411,0,1,200-500K,5+ yrs,0
112500.0,1288350.0,37800.0,1125000.0,-13612,-5524,2.0,Cash loans,F,Working,Higher education,Married,0.3359970133598812,1.1451989820453492,37500.0,0.0293398305275503,37.293150684931504,15.134246575342466,0,1,100-200K,5+ yrs,0
157500.0,537669.0,20398.5,378000.0,-12958,-748,2.0,Cash loans,F,Commercial associate,Secondary / secondary special,Civil marriage,0.1295134634065815,1.4224009989391562,52500.0,0.037938698458162,35.5013698630137,2.0493150684931507,0,1,100-200K,2-5 yrs,0
85500.0,269550.0,13761.0,225000.0,-11572,-2502,2.0,Cash loans,F,Working,Secondary / secondary special,Civil marriage,0.1609454860177074,1.1979946755792197,28500.0,0.0510515635260117,31.704109589041096,6.854794520547945,0,1,50-100K,5+ yrs,0
157500.0,127350.0,12726.0,112500.0,-13340,-676,4.0,Cash loans,F,Working,Higher education,Civil marriage,0.0807994869873842,1.131989937867219,31500.0,0.0999285439454735,36.54794520547945,1.852054794520548,0,1,100-200K,0-2 yrs,0
112500.0,270000.0,13500.0,270000.0,-13821,-1152,3.0,Revolving loans,F,Commercial associate,Secondary / secondary special,Married,0.1199989333428147,0.9999962963100136,28125.0,0.0499998148155006,37.865753424657534,3.1561643835616437,0,0,100-200K,2-5 yrs,0
180000.0,1971072.0,68512.5,1800000.0,-14781,-2443,2.0,Cash loans,M,Commercial associate,Secondary / secondary special,Married,0.3806228854284142,1.0950393916447825,60000.0,0.0347589866027285,40.49589041095891,6.693150684931507,0,1,100-200K,5+ yrs,0
315000.0,766282.5,32593.5,661500.0,-14721,-3585,2.0,Cash loans,F,Commercial associate,Higher education,Married,0.1034711000917457,1.1583996093732285,105000.0,0.0425345188823718,40.33150684931507,9.821917808219178,0,1,200-500K,5+ yrs,0
112500.0,387000.0,45927.0,387000.0,-9987,-560,3.0,Cash loans,M,Commercial associate,Secondary / secondary special,Married,0.4082363712322557,0.9999974160273488,28125.0,0.118674111953199,27.361643835616437,1.5342465753424657,0,1,100-200K,0-2 yrs,0
90000.0,161730.0,12645.0,135000.0,-8188,-925,1.0,Cash loans,F,Commercial associate,Incomplete higher,Single / not married,0.1404984389062343,1.1979911259916594,45000.0,0.0781853818995739,22.432876712328767,2.5342465753424657,0,1,50-100K,2-5 yrs,0
180000.0,760225.5,32337.0,679500.0,-17947,-10778,2.0,Cash loans,F,Working,Secondary / secondary special,Married,0.1796490019499891,1.1187996779990022,60000.0,0.0425360073609641,49.16986301369863,29.528767123287672,0,1,100-200K,5+ yrs,0
315000.0,503266.5,57046.5,463500.0,-11911,-1454,2.0,Cash loans,F,Working,Higher education,Separated,0.1810994250811902,1.0857937739077157,105000.0,0.1133522430913977,32.632876712328766,3.983561643835616,0,1,200-500K,2-5 yrs,0
450000.0,808650.0,29839.5,675000.0,-13403,-5138,4.0,Cash loans,M,Working,Higher education,Married,0.0663098526447719,1.1979982251878143,90000.0,0.0369003439060855,36.72054794520548,14.076712328767124,0,1,200-500K,5+ yrs,0
112500.0,454500.0,46570.5,454500.0,-14077,-2653,4.0,Cash loans,F,Commercial associate,Higher education,Married,0.4139563203882632,0.999997799784819,22500.0,0.1024651210888425,38.56712328767123,7.2684931506849315,0,1,100-200K,5+ yrs,0
135000.0,269550.0,19300.5,225000.0,-15348,-306,1.0,Cash loans,F,Commercial associate,Higher education,Single / not married,0.1429656076621654,1.1979946755792197,67500.0,0.0716024054817084,42.04931506849315,0.8383561643835616,0,1,100-200K,0-2 yrs,0
135000.0,545040.0,26640.0,450000.0,-17849,-891,2.0,Cash loans,M,Working,Secondary / secondary special,Married,0.1973318716157658,1.2111973084504255,45000.0,0.0488770569553483,48.9013698630137,2.441095890410959,0,1,100-200K,2-5 yrs,0
148500.0,1164307.5,46305.0,1071000.0,-13664,-3457,3.0,Cash loans,F,Commercial associate,Secondary / secondary special,Married,0.3118160820465855,1.0871208336873637,37125.0,0.0397703873157329,37.43561643835616,9.471232876712328,0,1,100-200K,5+ yrs,0
99000.0,225000.0,12204.0,225000.0,-20104,365243,2.0,Cash loans,F,Pensioner,Secondary / secondary special,Married,0.1232714821062413,0.9999955555753084,33000.0,0.0542397589344047,55.07945205479452,0.0,0,1,50-100K,0-2 yrs,0
270000.0,269550.0,21739.5,225000.0,-16879,-3822,2.0,Cash loans,F,Working,Higher education,Married,0.0805163684578946,1.1979946755792197,90000.0,0.0806507859366131,46.24383561643835,10.471232876712328,0,1,200-500K,5+ yrs,0
45000.0,538704.0,23859.0,481500.0,-20989,365243,2.0,Cash loans,F,Pensioner,Secondary / secondary special,Married,0.5301882180395991,1.1188014147426486,15000.0,0.0442895462265989,57.50410958904109,0.0,0,1,<50K,0-2 yrs,0
67500.0,254700.0,30357.0,225000.0,-15531,-3346,2.0,Cash loans,F,Working,Secondary / secondary special,Married,0.4497266707159894,1.1319949689112492,22500.0,0.1191868112021546,42.55068493150685,9.167123287671233,0,1,50-100K,5+ yrs,0
112500.0,1288350.0,37800.0,1125000.0,-22035,-2345,2.0,Cash loans,M,Working,Secondary / secondary special,Married,0.3359970133598812,1.1451989820453492,37500.0,0.0293398305275503,60.36986301369863,6.424657534246576,0,1,100-200K,5+ yrs,0
135000.0,288873.0,18589.5,238500.0,-19638,-618,2.0,Cash loans,M,Working,Higher education,Civil marriage,0.1376989800075555,1.2112024687527516,45000.0,0.0643515858124995,53.8027397260274,1.6931506849315068,0,1,100-200K,0-2 yrs,0
135000.0,148500.0,10044.0,148500.0,-11186,-3774,2.0,Cash loans,M,Working,Secondary / secondary special,Married,0.0743994488929711,0.9999932660386124,45000.0,0.0676359081757025,30.646575342465752,10.33972602739726,0,1,100-200K,5+ yrs,0
180000.0,248760.0,29650.5,225000.0,-15799,-1395,2.0,Cash loans,M,Working,Higher education,Married,0.1647240848661952,1.105595086244061,60000.0,0.1191927191159386,43.28493150684932,3.8219178082191783,0,1,100-200K,2-5 yrs,0
63000.0,130320.0,13684.5,112500.0,-17115,-229,2.0,Cash loans,F,Working,Secondary / secondary special,Married,0.2172108379232075,1.1583897032026382,21000.0,0.1050061003215138,46.89041095890411,0.6273972602739726,0,1,50-100K,0-2 yrs,0
135000.0,1078200.0,31653.0,900000.0,-15415,-3353,3.0,Cash loans,F,Commercial associate,Secondary / secondary special,Married,0.2344649298894082,1.197998668890368,33750.0,0.0293572348755009,42.23287671232877,9.186301369863012,0,1,100-200K,5+ yrs,0
247500.0,900000.0,43429.5,900000.0,-12470,-298,4.0,Cash loans,M,Working,Higher education,Married,0.1754720182948755,0.9999988888901234,49500.0,0.0482549463833929,34.16438356164384,0.8164383561643835,0,1,200-500K,0-2 yrs,0
135000.0,948595.5,63648.0,909000.0,-14992,-1492,4.0,Cash loans,F,Commercial associate,Secondary / secondary special,Married,0.4714631743468567,1.0435582579117075,27000.0,0.0670970217579339,41.07397260273972,4.087671232876712,0,1,100-200K,2-5 yrs,0
135000.0,405000.0,20250.0,405000.0,-11791,-395,3.0,Revolving loans,F,Commercial associate,Secondary / secondary special,Married,0.1499988888971193,0.9999975308702942,33750.0,0.0499998765435147,32.3041095890411,1.082191780821918,0,0,100-200K,0-2 yrs,0
225000.0,427869.0,27472.5,387000.0,-13151,-5249,3.0,Cash loans,M,Working,Secondary / secondary special,Married,0.1220994573357451,1.1056017943106091,56250.0,0.0642075864164349,36.03013698630137,14.38082191780822,0,1,200-500K,5+ yrs,0
112500.0,381528.0,13833.0,315000.0,-16388,-6171,4.0,Cash loans,F,State servant,Secondary / secondary special,Married,0.1229589070319375,1.2111961549328414,22500.0,0.0362567458830128,44.8986301369863,16.90684931506849,0,1,100-200K,5+ yrs,0
157500.0,450000.0,22500.0,450000.0,-14519,-5202,4.0,Revolving loans,F,Commercial associate,Secondary / secondary special,Married,0.1428562358334232,0.999997777782716,31500.0,0.0499998888891358,39.778082191780825,14.252054794520548,0,0,100-200K,5+ yrs,0
99000.0,545040.0,25537.5,450000.0,-15867,-5308,5.0,Cash loans,M,Working,Secondary / secondary special,Married,0.2579519398793951,1.2111973084504255,16500.0,0.0468542733482435,43.47123287671233,14.542465753424658,0,1,50-100K,5+ yrs,0
225000.0,760225.5,34353.0,679500.0,-8337,-1108,4.0,Cash loans,M,Commercial associate,Secondary / secondary special,Married,0.1526793214252381,1.1187996779990022,45000.0,0.0451878486214305,22.84109589041096,3.0356164383561643,0,1,200-500K,2-5 yrs,1
202500.0,640080.0,29970.0,450000.0,-12415,-1406,3.0,Cash loans,F,Working,Higher education,Married,0.1479992691394116,1.4223968391181352,50625.0,0.0468221990654307,34.013698630136986,3.852054794520548,0,1,200-500K,2-5 yrs,0
360000.0,755190.0,33394.5,675000.0,-19466,-3632,3.0,Cash loans,M,Working,Secondary / secondary special,Married,0.0927622423271046,1.118798342520974,90000.0,0.0442199390617737,53.33150684931507,9.95068493150685,0,1,200-500K,5+ yrs,0
157500.0,665892.0,19467.0,477000.0,-15918,-3302,2.0,Cash loans,F,State servant,Higher education,Civil marriage,0.1235992152430778,1.3959970733813976,52500.0,0.0292344265520136,43.61095890410959,9.046575342465754,0,1,100-200K,5+ yrs,0
90000.0,397881.0,18679.5,328500.0,-17932,-5656,2.0,Cash loans,M,Working,Secondary / secondary special,Married,0.207547693914512,1.2112017923841936,30000.0,0.0469473361448871,49.12876712328767,15.495890410958904,0,1,50-100K,5+ yrs,1
175500.0,319500.0,17460.0,319500.0,-11127,-928,1.0,Cash loans,F,Working,Secondary / secondary special,Single / not married,0.0994866126118939,0.9999968701193424,87750.0,0.0546477162825781,30.48493150684931,2.5424657534246577,0,1,100-200K,2-5 yrs,0
135000.0,285264.0,30852.0,252000.0,-17230,-1093,2.0,Cash loans,F,Working,Secondary / secondary special,Married,0.2285316405063666,1.1319955079543336,45000.0,0.1081520691287048,47.2054794520548,2.9945205479452053,0,1,100-200K,2-5 yrs,0
175500.0,438084.0,28125.0,387000.0,-15231,-2576,3.0,Cash loans,F,Working,Secondary / secondary special,Married,0.1602554971196745,1.1319970749429589,43875.0,0.0641998698882636,41.728767123287675,7.057534246575343,0,1,100-200K,5+ yrs,1
225000.0,509922.0,52380.0,472500.0,-19223,-2957,2.0,Cash loans,F,Working,Secondary / secondary special,Married,0.2327989653379318,1.07919771598367,75000.0,0.1027213912688778,52.66575342465753,8.101369863013698,0,1,200-500K,5+ yrs,0
148500.0,450000.0,22500.0,450000.0,-22994,-5897,2.0,Revolving loans,F,Working,Higher education,Married,0.1515141312179716,0.999997777782716,49500.0,0.0499998888891358,62.9972602739726,16.156164383561645,0,0,100-200K,5+ yrs,1
112500.0,585000.0,21141.0,585000.0,-13604,-1632,2.0,Cash loans,F,Working,Secondary / secondary special,Married,0.1879183296148478,0.9999982906012128,37500.0,0.0361383997634192,37.271232876712325,4.471232876712329,0,1,100-200K,2-5 yrs,0
63000.0,314100.0,21375.0,225000.0,-11202,-701,4.0,Cash loans,M,Working,Secondary / secondary special,Married,0.3392803288836685,1.3959937955831307,12600.0,0.0680513592761564,30.69041095890411,1.9205479452054792,0,1,50-100K,0-2 yrs,0
157500.0,298512.0,31801.5,270000.0,-10938,-1590,2.0,Cash loans,F,Commercial associate,Higher education,Married,0.2019130037269604,1.105595905200351,52500.0,0.1065330488119445,29.96712328767123,4.3561643835616435,0,1,100-200K,2-5 yrs,0
49500.0,101880.0,10053.0,90000.0,-22053,365243,1.0,Cash loans,F,Pensioner,Secondary / secondary special,Single / not married,0.2030868063271449,1.1319874223619737,24750.0,0.0986739431297297,60.41917808219178,0.0,0,1,<50K,0-2 yrs,0
171000.0,672174.0,21811.5,481500.0,-13150,-2079,3.0,Cash loans,F,Working,Secondary / secondary special,Married,0.1275518856614873,1.3959971007329164,42750.0,0.0324491389891025,36.02739726027397,5.695890410958904,0,1,100-200K,5+ yrs,0
67500.0,1006920.0,40063.5,900000.0,-17016,-3613,2.0,Cash loans,F,Commercial associate,Secondary / secondary special,Married,0.5935245403771796,1.1187987568902702,22500.0,0.0397881263773424,46.61917808219178,9.898630136986302,0,1,50-100K,5+ yrs,0
121500.0,234369.0,17185.5,193500.0,-19104,-2834,2.0,Cash loans,M,Working,Secondary / secondary special,Married,0.1414432803022197,1.2112030428783314,40500.0,0.0733263642957716,52.33972602739726,7.764383561643836,0,1,100-200K,5+ yrs,0
157500.0,840951.0,38133.0,679500.0,-18140,-3187,3.0,Cash loans,M,Working,Secondary / secondary special,Married,0.2421127484904857,1.2376008276661845,39375.0,0.0453450375288958,49.6986301369863,8.73150684931507,0,1,100-200K,5+ yrs,0
144000.0,331834.5,12424.5,252000.0,-21153,-14009,2.0,Cash loans,F,Working,Secondary / secondary special,Married,0.0862806508288136,1.3167983460383097,48000.0,0.0374417444788155,57.95342465753425,38.38082191780822,0,1,100-200K,5+ yrs,0
112500.0,312768.0,22887.0,270000.0,-20577,-2963,3.0,Cash loans,M,Working,Secondary / secondary special,Married,0.2034381916605185,1.1583957096455195,28125.0,0.0731754106065498,56.37534246575343,8.117808219178082,0,1,100-200K,5+ yrs,1
135000.0,688090.5,22491.0,594000.0,-21633,365243,2.0,Cash loans,F,Pensioner,Secondary / secondary special,Married,0.1665987659350671,1.1583995649838974,45000.0,0.0326860599208099,59.26849315068493,0.0,0,1,100-200K,0-2 yrs,0
54000.0,508495.5,24462.0,454500.0,-15215,-1619,3.0,Cash loans,M,Working,Incomplete higher,Married,0.452991611266458,1.1187995185929185,13500.0,0.0481065258069622,41.68493150684932,4.435616438356164,0,1,50-100K,2-5 yrs,1
135000.0,337500.0,16875.0,337500.0,-15711,-8304,1.0,Revolving loans,F,Working,Higher education,Separated,0.1249990740809327,0.999997037045816,67500.0,0.0499998518522908,43.04383561643836,22.75068493150685,0,0,100-200K,5+ yrs,0
220500.0,562491.0,28719.0,454500.0,-9569,-1365,3.0,Cash loans,F,Working,Secondary / secondary special,Married,0.1302443072820531,1.237601237401018,55125.0,0.0510567261401051,26.216438356164385,3.73972602739726,0,1,200-500K,2-5 yrs,0
126000.0,284400.0,16011.0,225000.0,-20812,-1536,2.0,Cash loans,M,Commercial associate,Secondary / secondary special,Married,0.1270704200760311,1.26399438224719,42000.0,0.0562972704034092,57.01917808219178,4.208219178082191,0,1,100-200K,2-5 yrs,0
225000.0,483930.0,35343.0,427500.0,-12375,-319,4.0,Cash loans,F,Working,Secondary / secondary special,Married,0.1570793018697694,1.1319973520529776,45000.0,0.0730331390218853,33.9041095890411,0.873972602739726,0,1,200-500K,0-2 yrs,0
67500.0,86256.0,8041.5,72000.0,-9371,-1653,1.0,Cash loans,F,Working,Higher education,Single / not married,0.1191315684212085,1.1979833613422035,33750.0,0.0932272163418621,25.673972602739727,4.528767123287671,0,1,50-100K,2-5 yrs,0
279000.0,755190.0,36459.0,675000.0,-19067,-1403,2.0,Cash loans,M,Working,Secondary / secondary special,Married,0.1306769509786703,1.118798342520974,93000.0,0.0482778528875476,52.23835616438356,3.843835616438356,0,1,200-500K,2-5 yrs,0
72000.0,260640.0,20898.0,225000.0,-15128,-5437,2.0,Cash loans,F,Working,Secondary / secondary special,Civil marriage,0.2902459688059888,1.1583948515784377,24000.0,0.080179250386547,41.44657534246576,14.895890410958904,0,1,50-100K,5+ yrs,0
112500.0,80865.0,6480.0,67500.0,-18243,-1656,2.0,Cash loans,F,Commercial associate,Secondary / secondary special,Married,0.057599488004551,1.1979822521147834,37500.0,0.0801325649840476,49.98082191780822,4.536986301369863,0,1,100-200K,2-5 yrs,0
112500.0,225000.0,11250.0,225000.0,-18897,-929,1.0,Revolving loans,F,Working,Secondary / secondary special,Single / not married,0.0999991111190122,0.9999955555753084,56250.0,0.0499997777787654,51.772602739726025,2.5452054794520547,0,1,100-200K,2-5 yrs,0
81000.0,700830.0,19269.0,585000.0,-11720,-2955,3.0,Cash loans,F,Working,Higher education,Married,0.2378859520252836,1.1979979521402528,20250.0,0.0274945029543499,32.10958904109589,8.095890410958905,0,2,50-100K,5+ yrs,0
157500.0,780363.0,31077.0,697500.0,-12696,-4851,4.0,Cash loans,M,Working,Secondary / secondary special,Married,0.1973130329331242,1.1187983959879628,31500.0,0.0398237232881065,34.78356164383562,13.29041095890411,0,1,100-200K,5+ yrs,0
90000.0,74182.5,5274.0,67500.0,-16173,-361,2.0,Cash loans,F,Working,Secondary / secondary special,Civil marriage,0.0585993488961233,1.098983718759722,30000.0,0.0710939764233286,44.30958904109589,0.989041095890411,0,1,50-100K,0-2 yrs,0
121500.0,152820.0,16587.0,135000.0,-16535,-2578,2.0,Cash loans,M,Working,Secondary / secondary special,Married,0.1365173949185603,1.131991614876927,40500.0,0.1085387479469444,45.3013698630137,7.063013698630137,0,1,100-200K,5+ yrs,0
45000.0,94500.0,4954.5,94500.0,-23512,365243,2.0,Cash loans,F,Pensioner,Secondary / secondary special,Married,0.1100975533877025,0.9999894181013956,15000.0,0.0524280166347446,64.41643835616438,0.0,0,1,<50K,0-2 yrs,1
135000.0,1078200.0,31653.0,900000.0,-11141,-546,3.0,Cash loans,F,Working,Higher education,Single / not married,0.2344649298894082,1.197998668890368,33750.0,0.0293572348755009,30.523287671232875,1.4958904109589042,0,1,100-200K,0-2 yrs,0
67500.0,251091.0,24961.5,238500.0,-20853,365243,2.0,Cash loans,F,Pensioner,Higher education,Married,0.3697945215626435,1.052788038624576,22500.0,0.0994117693912988,57.131506849315066,0.0,0,1,50-100K,0-2 yrs,0
225000.0,675000.0,37692.0,675000.0,-13288,-1609,2.0,Cash loans,F,Commercial associate,Secondary / secondary special,Civil marriage,0.1675192554699756,0.9999985185207132,75000.0,0.0558399172741966,36.40547945205479,4.4082191780821915,0,1,200-500K,2-5 yrs,0
180000.0,835380.0,40320.0,675000.0,-16680,-144,3.0,Cash loans,M,Working,Secondary / secondary special,Married,0.2239987555624691,1.2375981665212348,45000.0,0.0482654022535824,45.6986301369863,0.3945205479452054,0,1,100-200K,0-2 yrs,0
225000.0,1023732.0,68688.0,981000.0,-17498,-3584,2.0,Cash loans,F,State servant,Secondary / secondary special,Civil marriage,0.3052786432060302,1.0435585692573195,75000.0,0.0670956196586414,47.93972602739726,9.81917808219178,0,1,200-500K,5+ yrs,0
112500.0,270000.0,13500.0,270000.0,-10347,-1759,2.0,Revolving loans,F,Working,Secondary / secondary special,Married,0.1199989333428147,0.9999962963100136,37500.0,0.0499998148155006,28.34794520547945,4.8191780821917805,0,0,100-200K,2-5 yrs,0
112500.0,269550.0,12001.5,225000.0,-21762,365243,2.0,Cash loans,F,Pensioner,Higher education,Married,0.1066790517417623,1.1979946755792197,37500.0,0.0445240418325289,59.62191780821918,0.0,0,1,100-200K,0-2 yrs,0
225000.0,491823.0,25240.5,373500.0,-13576,-222,3.0,Cash loans,F,Working,Higher education,Married,0.1121795014244381,1.3167916551762913,56250.0,0.0513201877094245,37.1945205479452,0.6082191780821918,0,1,200-500K,0-2 yrs,0
157500.0,728460.0,53140.5,675000.0,-12530,-4205,4.0,Cash loans,F,Working,Higher education,Married,0.3373978577913791,1.0791984011875535,31500.0,0.0729489979559647,34.32876712328767,11.52054794520548,0,1,100-200K,5+ yrs,0
202500.0,1711764.0,47200.5,1530000.0,-13417,-737,2.0,Cash loans,F,Working,Secondary / secondary special,Married,0.2330877378383316,1.118799268758648,67500.0,0.0275741705199019,36.75890410958904,2.0191780821917806,0,1,200-500K,2-5 yrs,0
112500.0,184500.0,18247.5,184500.0,-15280,-6066,2.0,Cash loans,M,Commercial associate,Secondary / secondary special,Married,0.1621985582350379,0.9999945799751764,37500.0,0.0989019029707156,41.863013698630134,16.61917808219178,0,1,100-200K,5+ yrs,0
157500.0,1005120.0,29520.0,720000.0,-14464,-1788,3.0,Cash loans,F,Working,Secondary / secondary special,Civil marriage,0.1874273814134513,1.395998061113804,39375.0,0.0293695982871713,39.62739726027397,4.898630136986301,0,1,100-200K,2-5 yrs,0
139500.0,408780.0,20011.5,337500.0,-12696,-145,1.0,Cash loans,M,Commercial associate,Secondary / secondary special,Single / not married,0.143450584583623,1.2111964112698923,69750.0,0.0489540854393917,34.78356164383562,0.3972602739726027,0,1,100-200K,0-2 yrs,1
81000.0,700830.0,20488.5,585000.0,-22750,365243,1.0,Cash loans,F,Pensioner,Secondary / secondary special,Widow,0.2529413217120776,1.1979979521402528,40500.0,0.0292345800913487,62.32876712328767,0.0,0,1,50-100K,0-2 yrs,0
135000.0,1174005.0,78903.0,1125000.0,-11851,-2377,2.0,Cash loans,F,Working,Secondary / secondary special,Married,0.5844623373160199,1.0435590723919357,45000.0,0.0672083447614407,32.46849315068493,6.512328767123288,0,1,100-200K,5+ yrs,0
225000.0,609187.5,40108.5,544500.0,-15323,-237,2.0,Cash loans,F,Commercial associate,Higher education,Married,0.1782592077368545,1.1187995981641907,75000.0,0.065839227102941,41.98082191780822,0.6493150684931507,0,2,200-500K,0-2 yrs,0
180000.0,1644255.0,45346.5,1372500.0,-14605,-3668,2.0,Cash loans,M,Working,Secondary / secondary special,Married,0.251923600424442,1.197999127140891,60000.0,0.0275787346982465,40.013698630136986,10.04931506849315,0,1,100-200K,5+ yrs,0
225000.0,159993.0,12771.0,121500.0,-13555,365243,2.0,Cash loans,F,Pensioner,Higher education,Married,0.0567597477344545,1.3168039769220006,75000.0,0.0798217433153743,37.136986301369866,0.0,0,1,200-500K,0-2 yrs,0
135000.0,1319269.5,38574.0,1152000.0,-17272,-1814,3.0,Cash loans,M,Commercial associate,Incomplete higher,Married,0.2857312168058014,1.1451982246543189,33750.0,0.0292388861874801,47.32054794520547,4.96986301369863,0,1,100-200K,2-5 yrs,0
81000.0,414792.0,15502.5,315000.0,-19374,-3999,2.0,Cash loans,M,Working,Secondary / secondary special,Married,0.1913865260922704,1.3167958196958105,27000.0,0.0373740636895993,53.07945205479452,10.956164383561644,0,2,50-100K,5+ yrs,0
81000.0,292500.0,14202.0,292500.0,-21372,365243,1.0,Cash loans,F,Pensioner,Secondary / secondary special,Single / not married,0.175331168751003,0.9999965812082694,40500.0,0.0485536801583584,58.55342465753424,0.0,0,1,50-100K,0-2 yrs,0
81000.0,342000.0,13023.0,342000.0,-18224,-11047,1.0,Cash loans,F,Working,Secondary / secondary special,Single / not married,0.1607757928914457,0.9999970760319414,40500.0,0.0380788360267952,49.92876712328767,30.265753424657536,0,1,50-100K,5+ yrs,0
270000.0,1575000.0,46053.0,1575000.0,-18804,-2920,1.0,Cash loans,F,State servant,Higher education,Separated,0.1705660349406113,0.9999993650797682,135000.0,0.0292399814349324,51.51780821917808,8.0,0,1,200-500K,5+ yrs,0
214650.0,1442952.0,42318.0,1260000.0,-11916,-2716,4.0,Cash loans,F,Working,Higher education,Married,0.1971479284978872,1.1451990911118324,42930.0,0.0293273585487538,32.64657534246575,7.441095890410959,0,1,200-500K,5+ yrs,0
144000.0,1288350.0,37800.0,1125000.0,-21133,365243,2.0,Cash loans,M,Pensioner,Secondary / secondary special,Married,0.2624981770959924,1.1451989820453492,48000.0,0.0293398305275503,57.8986301369863,0.0,0,1,100-200K,0-2 yrs,0
225000.0,384048.0,18679.5,270000.0,-11359,-737,4.0,Cash loans,M,Working,Secondary / secondary special,Married,0.0830196310238621,1.4223947318713634,45000.0,0.0486383247970962,31.12054794520548,2.0191780821917806,0,1,200-500K,2-5 yrs,0
234000.0,790830.0,57676.5,675000.0,-17832,-8485,3.0,Cash loans,M,Commercial associate,Secondary / secondary special,Married,0.24647971589865,1.1715982642988676,58500.0,0.0729315112837003,48.85479452054795,23.246575342465754,0,1,200-500K,5+ yrs,0
121500.0,315000.0,16083.0,315000.0,-15641,-93,2.0,Cash loans,F,Working,Secondary / secondary special,Married,0.1323692809112682,0.9999968254069036,40500.0,0.0510569807714896,42.85205479452055,0.2547945205479452,0,1,100-200K,0-2 yrs,1
135000.0,288873.0,17802.0,238500.0,-18463,-4499,1.0,Cash loans,F,State servant,Secondary / secondary special,Separated,0.1318656898837786,1.2112024687527516,67500.0,0.061625483774933,50.583561643835615,12.326027397260274,0,1,100-200K,5+ yrs,0
112500.0,361998.0,18612.0,292500.0,-15847,-613,1.0,Cash loans,M,Working,Secondary / secondary special,Separated,0.1654385294352939,1.237595768903354,56250.0,0.0514145066699079,43.416438356164385,1.6794520547945206,0,1,100-200K,0-2 yrs,0
126000.0,450000.0,23562.0,450000.0,-15493,-74,4.0,Cash loans,M,Working,Secondary / secondary special,Married,0.1869985158847945,0.999997777782716,25200.0,0.052359883644703,42.44657534246576,0.2027397260273972,0,1,100-200K,0-2 yrs,0
54000.0,697500.0,23049.0,697500.0,-11950,-411,3.0,Cash loans,F,Working,Secondary / secondary special,Married,0.4268254291587193,0.9999985663102992,13500.0,0.0330451139138151,32.73972602739726,1.126027397260274,0,1,50-100K,0-2 yrs,0
247500.0,1600330.5,55755.0,1381500.0,-17658,-6408,2.0,Cash loans,F,Working,Secondary / secondary special,Married,0.2252718170835673,1.1583998129570665,82500.0,0.034839656658636,48.37808219178082,17.556164383561644,0,1,200-500K,5+ yrs,1
135000.0,398016.0,22351.5,360000.0,-19205,365243,2.0,Cash loans,F,Pensioner,Secondary / secondary special,Married,0.1655654402559981,1.1055969288974197,45000.0,0.0561571490664971,52.61643835616438,0.0,0,1,100-200K,0-2 yrs,0
270000.0,348264.0,22671.0,315000.0,-10572,-644,2.0,Cash loans,F,Working,Secondary / secondary special,Married,0.0839663556801641,1.1055964901698725,90000.0,0.0650969807474193,28.964383561643835,1.7643835616438357,0,1,200-500K,0-2 yrs,0
315000.0,1185282.0,34785.0,1035000.0,-15898,-3592,3.0,Cash loans,M,Working,Secondary / secondary special,Single / not married,0.1104282208627909,1.1451988935276392,78750.0,0.0293474216706052,43.55616438356165,9.841095890410958,0,1,200-500K,5+ yrs,0
630000.0,679500.0,68022.0,679500.0,-12256,-438,1.0,Cash loans,M,Working,Higher education,Single / not married,0.1079712571884806,0.99999852833182,315000.0,0.1001058129421443,33.57808219178082,1.2,0,1,500K+,0-2 yrs,0
139500.0,1149210.0,33732.0,1003500.0,-15115,-3231,3.0,Cash loans,M,Working,Higher education,Married,0.2418047182457473,1.1452006525155431,34875.0,0.0293523121515544,41.41095890410959,8.852054794520548,0,1,100-200K,5+ yrs,0
108000.0,260640.0,20299.5,225000.0,-8111,-1361,2.0,Cash loans,F,Working,Secondary / secondary special,Married,0.1879565929945093,1.1583948515784377,36000.0,0.0778829884784051,22.221917808219175,3.728767123287671,0,1,100-200K,2-5 yrs,0
135000.0,450000.0,35554.5,450000.0,-12343,-5680,5.0,Cash loans,F,Working,Secondary / secondary special,Married,0.2633647158169199,0.999997777782716,22500.0,0.0790098244226124,33.81643835616438,15.561643835616438,0,1,100-200K,5+ yrs,1
108000.0,497520.0,59175.0,450000.0,-9183,-657,3.0,Cash loans,F,Working,Secondary / secondary special,Married,0.5479115934111721,1.1055975431165708,27000.0,0.1189397030477105,25.15890410958904,1.8,0,1,100-200K,0-2 yrs,0
202500.0,361674.0,24300.0,319500.0,-13440,-2976,4.0,Cash loans,F,Working,Incomplete higher,Married,0.1199994074103337,1.1319964569750955,40500.0,0.0671873919955761,36.821917808219176,8.153424657534247,0,1,200-500K,5+ yrs,0
